Headline,Body ID,Stance,Agree,Disagree,Discuss,Unrelated
"former president barack obama is ""commanding"" an army of anti-trump protesters from his home near the white house.",7310,discuss,0.27727374,0.19655555,0.35034775649999994,0.17582292005
congress passed a law that makes it legal for mentally impaired people to purchase a gun?,7311,agree,0.49575798,0.352991848,0.08408134349999999,0.06716891042050001
congress passed a law that makes it legal for mentally impaired people to purchase a gun?,7312,agree,0.615745385,0.123698775,0.045586858499999994,0.21496901183000003
congress passed a law that makes it legal for mentally impaired people to purchase a gun?,7313,discuss,0.14337163349999998,0.268769589,0.49680405,0.091054696632
congress passed a law that makes it legal for mentally impaired people to purchase a gun?,7314,unrelated,0.2640931775,0.07541058775000001,0.29808346099999994,0.36241281734999997
congress passed a law that makes it legal for mentally impaired people to purchase a gun?,7315,discuss,0.11961461699999999,0.42219647955,0.42315007925,0.0350388397575
congress passed a law that makes it legal for mentally impaired people to purchase a gun?,7316,agree,0.57733345,0.032662354250000004,0.102960106,0.287044126103
congress passed a law that makes it legal for mentally impaired people to purchase a gun?,7317,discuss,0.0987805625,0.3729129207800001,0.490840225,0.03746632148
rep. jason chaffetz is investigating a pbs show instead of president donald trump's alleged russian connections see example( s ),7318,unrelated,0.15050250876135002,0.0011484728,0.348653286206,0.4996957064
rep. jason chaffetz is investigating a pbs show instead of president donald trump's alleged russian connections see example( s ),7319,unrelated,0.04692123434999999,0.006752859850000001,0.45006742751824996,0.4962584405
rep. jason chaffetz is investigating a pbs show instead of president donald trump's alleged russian connections see example( s ),7320,unrelated,0.10528031980000001,0.075619314385,0.020937529000000003,0.798162835
rep. jason chaffetz is investigating a pbs show instead of president donald trump's alleged russian connections see example( s ),7321,unrelated,0.364289745,0.030795293999999997,0.1552572504,0.44965767926000005
rep. jason chaffetz is investigating a pbs show instead of president donald trump's alleged russian connections see example( s ),7322,unrelated,0.00696533393,0.006689177399999999,0.49232848183999994,0.4940170062758
children's ipad app 'roblox' is dangerous and enables predators to easily target children without parental knowledge of the interactions. see example( s ),7323,discuss,0.31205623,0.2347030155,0.37015455,0.08308623385
children's ipad app 'roblox' is dangerous and enables predators to easily target children without parental knowledge of the interactions. see example( s ),7324,discuss,0.15245461,0.25266324685,0.4317634205,0.16311871830000002
children's ipad app 'roblox' is dangerous and enables predators to easily target children without parental knowledge of the interactions. see example( s ),7325,unrelated,0.00564654532,0.2200247157545,0.0053836330000000005,0.76894513
children's ipad app 'roblox' is dangerous and enables predators to easily target children without parental knowledge of the interactions. see example( s ),7326,discuss,0.143501415,0.270315787,0.37728201424999996,0.2089007765
"during the watergate scandal, president nixon blamed all of the controversy on the illegality of the actions of leaker ""deep throat."" see example( s )",7327,discuss,0.1323835725,0.2722484439,0.40876154615000004,0.18660641735
"during the watergate scandal, president nixon blamed all of the controversy on the illegality of the actions of leaker ""deep throat."" see example( s )",7328,discuss,0.13426205,0.37913336875,0.4572267310000001,0.029377821089999995
"during the watergate scandal, president nixon blamed all of the controversy on the illegality of the actions of leaker ""deep throat."" see example( s )",7329,discuss,0.200085625,0.33566651500000005,0.3467854815,0.11746239
a video shows federal troops in armored vehicles patrolling the streets of chicago on president trump's orders.,7330,discuss,0.479082347,0.0111245881,0.501620561,0.0081724858
a video shows federal troops in armored vehicles patrolling the streets of chicago on president trump's orders.,7331,discuss,0.067164405,0.3314540895,0.4893741775,0.11200728050000001
a video shows federal troops in armored vehicles patrolling the streets of chicago on president trump's orders.,7332,unrelated,0.0826870351,0.0480643836,0.086606642,0.7826420000000001
a 2016 bill before the kentucky legislature would have required men to get their wives' permission before obtaining a prescription for viagra or other erectile dysfunction drug.,7333,unrelated,0.20677592815,0.0219442758242,0.0449861951,0.726293625
a 2016 bill before the kentucky legislature would have required men to get their wives' permission before obtaining a prescription for viagra or other erectile dysfunction drug.,7334,agree,0.7219785350000001,0.02285343963,0.14953248,0.105635536285
a 2016 bill before the kentucky legislature would have required men to get their wives' permission before obtaining a prescription for viagra or other erectile dysfunction drug.,7335,agree,0.7340042499999999,0.026978061600000002,0.1392456775,0.09977195640535001
u.s. president george washington had wooden teeth.,7336,disagree,0.3422215415,0.493805558,0.15384548465,0.010127441946
u.s. president george washington had wooden teeth.,7337,unrelated,0.032326534899999995,0.4504890944425,0.0020903042,0.5150940365
u.s. president george washington had wooden teeth.,7338,agree,0.39432834,0.17379926164999998,0.25503874055000003,0.17683368596299998
u.s. president george washington had wooden teeth.,7339,agree,0.55260208,0.17301862210000002,0.1795233765,0.09485591945
a photograph shows an island that is shaped like a violin in costa rica.,7340,unrelated,0.2660094545,0.049579242710000006,0.123625575,0.560785705
a photograph shows an island that is shaped like a violin in costa rica.,7341,agree,0.5549638100000001,0.030892396000000003,0.339490345,0.0746534706
a photograph shows an island that is shaped like a violin in costa rica.,7342,agree,0.599801785,0.0255114695,0.063892273,0.310794482955
ben carson said that illegal immigrants who get caught voting should be stripped of citizenship.,7343,unrelated,0.0997566203105,0.0015889968,0.3993325894485,0.499321804685
ben carson said that illegal immigrants who get caught voting should be stripped of citizenship.,7344,disagree,0.221636135,0.4032871103,0.34211882325000004,0.03295792946000001
ben carson said that illegal immigrants who get caught voting should be stripped of citizenship.,7345,unrelated,0.3439228499362,0.00260569255,0.1539482351485,0.49952320544
"a photograph showing magic johnson with jack nicholson, michael jackson, madonna, and several other celebrities walking into the nba playoffs.",7346,discuss,0.0436300042,0.40829178479999995,0.5180986275,0.0299795744
"a photograph showing magic johnson with jack nicholson, michael jackson, madonna, and several other celebrities walking into the nba playoffs.",7347,unrelated,0.059209647852999994,0.0809296403915,0.009704758990000001,0.8501559999999999
"a photograph showing magic johnson with jack nicholson, michael jackson, madonna, and several other celebrities walking into the nba playoffs.",7348,agree,0.515213735,0.0543507665,0.329393535,0.1010419185
president lyndon b. johnson sent a letter to the smothers brothers for making americans laugh by mocking him on their show. see example( s ),7349,unrelated,0.0324146848,0.4107541127475,0.007213575450000001,0.54961759
a photograph shows a starbucks with an welcome mat featuring a picture of president trump on its floor.,7350,agree,0.5486858450000001,0.1427307565,0.1251880325,0.18339540125
senator john mccain and rep. maxine waters fell for prank phone calls by russian hackers.,7351,unrelated,0.229039298,0.0545351565,0.26442214265,0.4520034565
senator john mccain and rep. maxine waters fell for prank phone calls by russian hackers.,7352,unrelated,0.029334338824999997,0.3602091293765,0.005967460163000001,0.604489075
senator john mccain and rep. maxine waters fell for prank phone calls by russian hackers.,7353,unrelated,0.00794284755,0.020760200774999998,0.000361524015,0.970935425
a video captures a woman named acesha bright committing murder.,7354,unrelated,0.0013129960965,0.0016657468167,1.878184205e-05,0.9970025
"the federal holiday observed in the united states on the third monday of february is officially designated as ""presidents' day.""",7355,discuss,0.392905245,0.091856908,0.41352817,0.1017096644615
"the federal holiday observed in the united states on the third monday of february is officially designated as ""presidents' day.""",7356,agree,0.51433542,0.053258256,0.32767985650000003,0.1047264766
"the federal holiday observed in the united states on the third monday of february is officially designated as ""presidents' day.""",7357,unrelated,0.28686699,0.028450392400000003,0.292597239,0.3920854025825001
"the federal holiday observed in the united states on the third monday of february is officially designated as ""presidents' day.""",7358,agree,0.430073685,0.092047328,0.3779776135,0.0999014054
posting a legal notice on your facebook wall will protect you from having all your facebook posts made public.,7359,unrelated,0.07763638689499999,0.062657730143,0.34458321084,0.5151226795
posting a legal notice on your facebook wall will protect you from having all your facebook posts made public.,7360,disagree,0.22528649999999997,0.33783379,0.30961437199999997,0.1272653481
posting a legal notice on your facebook wall will protect you from having all your facebook posts made public.,7361,discuss,0.209546915,0.15743939099999998,0.499020177,0.13399353318
an audio recording features cnn anchor jake tapper using racial slurs.,7362,discuss,0.0220584385,0.00469737255,0.52187243,0.45137176
parents in texas found a codeine tablet in a sealed canister of gerber puffs. see example( s ),7363,disagree,0.181123345,0.41356723375,0.375468464,0.0298409162
parents in texas found a codeine tablet in a sealed canister of gerber puffs. see example( s ),7364,unrelated,0.015142879200000002,0.231462944715,0.005211757000000001,0.7481823599999999
"actor bill murray said in order to teach children about taxes, eat their ice cream. see example( s )",7365,discuss,0.032991511,0.15559606025,0.49475964850000004,0.316652760895
president trump played golf six times during his first month in office despite frequently criticizing his predecessor's golfing habits.,7366,agree,0.5132937,0.045249144000000005,0.26454983,0.17690729054999998
president trump played golf six times during his first month in office despite frequently criticizing his predecessor's golfing habits.,7367,discuss,0.26947274,0.12456746099999999,0.40570402825,0.20025580874
president trump played golf six times during his first month in office despite frequently criticizing his predecessor's golfing habits.,7368,discuss,0.32036452,0.19690468,0.4622603275,0.020470477125
tucker carlson hired an actor to play a protest organizer on his fox news program.,7369,unrelated,0.38702719913,0.031334242785,0.012338455934999996,0.569300115
tucker carlson hired an actor to play a protest organizer on his fox news program.,7370,unrelated,0.09833804023,0.08302403300000001,0.39483213062,0.423805783498
tucker carlson hired an actor to play a protest organizer on his fox news program.,7371,unrelated,0.32011143579999995,0.07611981,0.16098617538499999,0.4427825721500001
president donald trump signed an executive order that bars undocumented people from receiving welfare.,7372,discuss,0.114344445,0.32405469769999995,0.503332895,0.05826796415
president donald trump signed an executive order that bars undocumented people from receiving welfare.,7373,discuss,0.198193945,0.283373284,0.48112484,0.037307929217
president donald trump signed an executive order that bars undocumented people from receiving welfare.,7374,disagree,0.23514016,0.36560208689999996,0.25605133350000003,0.14320639000000002
a new tactic used by abductors and carjackers is to leave a shirt on a windshield to lure women out of their cars.,7375,discuss,0.1309102675,0.12069424699999999,0.4959369650000001,0.25245852195
"a photograph clearly shows white house advisor stephen miller using a hand gesture that means ""white power.""",7376,discuss,0.240021765,0.211986349,0.3986696325,0.14932226091950002
"a photograph clearly shows white house advisor stephen miller using a hand gesture that means ""white power.""",7377,unrelated,0.1021322734,0.081160314175,0.0143829375,0.8023244700000001
"a photograph clearly shows white house advisor stephen miller using a hand gesture that means ""white power.""",7378,discuss,0.240168615,0.1975950715,0.381446125,0.180790175
"a photograph clearly shows white house advisor stephen miller using a hand gesture that means ""white power.""",7379,discuss,0.260979792,0.1407767075,0.4833164800000001,0.11492700825
"a photograph clearly shows white house advisor stephen miller using a hand gesture that means ""white power.""",7380,unrelated,0.074674985,0.078072801,0.41236289755000005,0.43488936549999996
a photograph show ivanka trump with vladimir putin and wendi murdoch.,7381,unrelated,0.0486242066761,0.024788439943275,0.000898703811,0.92568859
"president trump signed an executive order cutting off welfare to ""deadbeats, drug addicts and scam artists.""",7382,discuss,0.06797545825000001,0.26648895,0.38503511915,0.2805004725
a transcript reproduces '60 minutes' commentator andy rooney's explaining his political views. see example( s ),7383,agree,0.767225075,0.070050794865,0.051158629000000004,0.111565507476
a transcript reproduces '60 minutes' commentator andy rooney's explaining his political views. see example( s ),7384,discuss,0.4521660100000001,0.016286575600000002,0.49014533,0.041402128100000005
republican u.s. representatives implemented a new rule that shields them from prosecution.,7385,unrelated,0.14666540919,0.0787028449827325,0.0393721833935,0.735259525
republican u.s. representatives implemented a new rule that shields them from prosecution.,7386,agree,0.5089115149999999,0.11468187,0.28628329750000003,0.0901232882
the u.s.'s leading group of pediatricians issued a strong statement condemning tolerance of gender dysphoria in children.,7387,agree,0.6361241049999999,0.0653152405,0.21194870000000002,0.08661192300000001
the u.s.'s leading group of pediatricians issued a strong statement condemning tolerance of gender dysphoria in children.,7388,agree,0.43345648,0.29686154600000003,0.18063605800000002,0.089045907
the u.s.'s leading group of pediatricians issued a strong statement condemning tolerance of gender dysphoria in children.,7389,agree,0.496158885,0.168488453,0.259962705,0.07538998200000001
the u.s.'s leading group of pediatricians issued a strong statement condemning tolerance of gender dysphoria in children.,7390,agree,0.7619721500000001,0.025467517999999998,0.2066362665,0.005924115749999999
the u.s.'s leading group of pediatricians issued a strong statement condemning tolerance of gender dysphoria in children.,7391,unrelated,0.4647727475,0.0114476968,0.012677874775,0.5111016675
the u.s.'s leading group of pediatricians issued a strong statement condemning tolerance of gender dysphoria in children.,7392,agree,0.76342158,0.048799735850000005,0.1251435,0.06263517295
starbucks ceo howard schultz was confronted by a shareholder over the company’s support for same-sex marriage.,7393,agree,0.405775305,0.34309249,0.09970467400000001,0.15142751068500002
starbucks ceo howard schultz was confronted by a shareholder over the company’s support for same-sex marriage.,7394,agree,0.45697758899999996,0.1543163924,0.06571347514999999,0.322992549
a man died in a meth lab explosion after attempting to light his own flatulence.,7395,unrelated,0.21167852,0.02760764995,0.17595833849999998,0.584755515
a study performed at the los alamos national laboratory found that millimeter wave body scanners commonly used by airport security can alter your dna.,7396,unrelated,0.0746209825,0.01872397875,0.14156455850000002,0.7650904949999999
a study performed at the los alamos national laboratory found that millimeter wave body scanners commonly used by airport security can alter your dna.,7397,discuss,0.1876874,0.23518578565,0.35685600500000003,0.220270822
a study performed at the los alamos national laboratory found that millimeter wave body scanners commonly used by airport security can alter your dna.,7398,discuss,0.18124706,0.020671678,0.4007879225,0.39729336175
a study performed at the los alamos national laboratory found that millimeter wave body scanners commonly used by airport security can alter your dna.,7399,discuss,0.188827505,0.1231752325,0.3952005750000001,0.29279672046
a study performed at the los alamos national laboratory found that millimeter wave body scanners commonly used by airport security can alter your dna.,7400,unrelated,0.0774530168,0.032504413399999994,0.037987657,0.8520549000000001
a study performed at the los alamos national laboratory found that millimeter wave body scanners commonly used by airport security can alter your dna.,7401,agree,0.302131265,0.20240916879999998,0.279988405,0.215471144125
a study performed at the los alamos national laboratory found that millimeter wave body scanners commonly used by airport security can alter your dna.,7402,discuss,0.230325975,0.061796955,0.366737903,0.3411391883
a study performed at the los alamos national laboratory found that millimeter wave body scanners commonly used by airport security can alter your dna.,7403,unrelated,0.07523166934280001,0.24300304540675,0.014068814022500004,0.66769641
a study performed at the los alamos national laboratory found that millimeter wave body scanners commonly used by airport security can alter your dna.,7404,discuss,0.11236535800000001,0.19741645425,0.44430774799999995,0.24591045179999999
the u.s. supreme court is deliberating a petition seeking to overturn the results of the 2016 presidential election due to purported russian interference.,7405,discuss,0.35867858,0.15621125000000002,0.4788068250000001,0.006303342552500001
the u.s. supreme court is deliberating a petition seeking to overturn the results of the 2016 presidential election due to purported russian interference.,7406,discuss,0.345461075,0.07909697515,0.3768468025,0.19859518325
the u.s. supreme court is deliberating a petition seeking to overturn the results of the 2016 presidential election due to purported russian interference.,7407,discuss,0.310424625,0.10040356689999999,0.495503895,0.093667895
"thousands of marines applied for white house detail after trump became president, and none applied during president obama's 8 years in office.",7408,discuss,0.22170708,0.04855339,0.38353604799999996,0.3462035136000001
"thousands of marines applied for white house detail after trump became president, and none applied during president obama's 8 years in office.",7409,discuss,0.224763485,0.06927702755,0.4721042025,0.23385525175000002
john mccain solicited campaign contributions from russia.,7410,agree,0.660597385,0.12347382949999999,0.153837645,0.062091112715
john mccain solicited campaign contributions from russia.,7411,unrelated,0.2762715219387,0.1529582021639165,0.0308231196081,0.53994715
policies that legalize recreational marijuana exacerbate america’s opioid addiction epidemic.,7412,discuss,0.422150775,0.014886285599999997,0.47283615,0.090126785
policies that legalize recreational marijuana exacerbate america’s opioid addiction epidemic.,7413,unrelated,0.20711967395,0.13726067324500002,0.08297980989,0.572639825
policies that legalize recreational marijuana exacerbate america’s opioid addiction epidemic.,7414,agree,0.7438265500000001,0.073155364,0.11234398,0.07067409566
policies that legalize recreational marijuana exacerbate america’s opioid addiction epidemic.,7415,agree,0.45067696,0.159614603,0.3672889,0.0224195352925
policies that legalize recreational marijuana exacerbate america’s opioid addiction epidemic.,7416,agree,0.862605175,0.022050173500000003,0.098010625,0.0173339990965
policies that legalize recreational marijuana exacerbate america’s opioid addiction epidemic.,7417,agree,0.50349834,0.048214953500000005,0.20069786399999998,0.24758884
policies that legalize recreational marijuana exacerbate america’s opioid addiction epidemic.,7418,unrelated,0.00361291285,0.000644126128,7.994600000000001e-05,0.99566307
pope francis said that it was 'better to be an atheist than a bad catholic.',7419,agree,0.5577231300000001,0.345787705,0.0409589425,0.055530235930000005
pope francis said that it was 'better to be an atheist than a bad catholic.',7420,unrelated,0.12102369699999999,0.35002205945,0.011016713249999999,0.517937565
"trump strategist stephen bannon defended spousal abuse with the statement, ""nobody can blame you for beating your wife if it's out of love."" see example( s )",7421,unrelated,0.13180734025000002,0.03176615975,0.010833098999999999,0.8255934199999999
"trump strategist stephen bannon defended spousal abuse with the statement, ""nobody can blame you for beating your wife if it's out of love."" see example( s )",7422,agree,0.35048896500000004,0.106380485,0.270639613,0.272490939
"trump strategist stephen bannon defended spousal abuse with the statement, ""nobody can blame you for beating your wife if it's out of love."" see example( s )",7423,agree,0.659524015,0.1127770945,0.0317371185,0.195961775249
"trump strategist stephen bannon defended spousal abuse with the statement, ""nobody can blame you for beating your wife if it's out of love."" see example( s )",7424,agree,0.55885782,0.0341140475,0.065211349,0.34181675055
"sweden was ""rocked"" by a massive terrorist attack in february 2017.",7425,agree,0.64785245,0.044778133,0.092431866,0.2149375435
"in the first 45 days of 2017, 179 children went missing in the state of indiana.",7426,unrelated,0.00052069346,0.004465675749999999,0.0002389278065,0.9947746999999999
"in the first 45 days of 2017, 179 children went missing in the state of indiana.",7427,discuss,0.120410185,0.09677839375,0.4713137095,0.3114977263
"in the first 45 days of 2017, 179 children went missing in the state of indiana.",7428,unrelated,0.20577710750000006,0.0299321775,0.34366526284999993,0.420625451325
"in the first 45 days of 2017, 179 children went missing in the state of indiana.",7429,unrelated,0.0989285685,0.031217428999999998,0.419199552,0.450654444425
children who watch at least 30 minutes of “peppa pig” per day have a 56 percent higher probability of developing autism.,7430,unrelated,0.054681913247999994,0.058344790165,0.1601385801105,0.7268347099999999
children who watch at least 30 minutes of “peppa pig” per day have a 56 percent higher probability of developing autism.,7431,unrelated,0.32858975999999995,0.0962329055,0.066591238,0.50858611
children who watch at least 30 minutes of “peppa pig” per day have a 56 percent higher probability of developing autism.,7432,unrelated,0.173858894,0.1493741217,0.054994300999999995,0.62177272
children who watch at least 30 minutes of “peppa pig” per day have a 56 percent higher probability of developing autism.,7433,discuss,0.22339417,0.35050017445000003,0.362069338,0.06403631778
children who watch at least 30 minutes of “peppa pig” per day have a 56 percent higher probability of developing autism.,7434,agree,0.465879755,0.07798184699999999,0.2266379085,0.22950047923
children who watch at least 30 minutes of “peppa pig” per day have a 56 percent higher probability of developing autism.,7435,unrelated,0.02602276632,0.467264853618,0.00438243798,0.50232996735
nra president jim porter declared that 'it's only a matter of time before we can own colored people again.',7436,unrelated,0.0940938477,0.023220243300000002,0.387508474975,0.4951774551
chick-fil-a president dan cathy announced that the chain would oppose blacks as a marketing ploy.,7437,unrelated,0.237632731,0.044921027955000005,0.01103329425,0.7064130000000001
a lack of media attention regarding a $12 billion reduction to the national debt during president trump’s first month in office is attributable to biased news coverage.,7438,discuss,0.211387485,0.329632131,0.41110686,0.047873518115
a lack of media attention regarding a $12 billion reduction to the national debt during president trump’s first month in office is attributable to biased news coverage.,7439,discuss,0.421002185,0.0452272707,0.4421644790000001,0.09160607929999999
a lack of media attention regarding a $12 billion reduction to the national debt during president trump’s first month in office is attributable to biased news coverage.,7440,unrelated,0.26366398565,0.14414667385,0.295348425,0.29684092
a lack of media attention regarding a $12 billion reduction to the national debt during president trump’s first month in office is attributable to biased news coverage.,7441,agree,0.473038555,0.1775842932,0.17314326800000002,0.17623394122525
a lack of media attention regarding a $12 billion reduction to the national debt during president trump’s first month in office is attributable to biased news coverage.,7442,agree,0.43347838,0.129906195,0.2519981765,0.18461730340500002
a lack of media attention regarding a $12 billion reduction to the national debt during president trump’s first month in office is attributable to biased news coverage.,7443,discuss,0.34966647,0.042779302500000005,0.4175888,0.1899654375
"seth rogen, bette midler, and other hollywood ""liberal heroes"" were arrested during an oscar party drug raid.",7444,unrelated,0.25844605,0.21215899585,0.21322788899999998,0.31616707
"seth rogen, bette midler, and other hollywood ""liberal heroes"" were arrested during an oscar party drug raid.",7445,unrelated,0.094166495,0.29030232614999996,0.082644625,0.53288656
an american chiropractor is developing a labial glue as a menstrual alternative to tampons and sanitary napkins. see example( s ),7446,unrelated,6.065541530000001e-05,0.0006245398340999999,1.7101029500000002e-05,0.99929773
an american chiropractor is developing a labial glue as a menstrual alternative to tampons and sanitary napkins. see example( s ),7447,agree,0.52203437,0.2155245465,0.134176115,0.128264932
an american chiropractor is developing a labial glue as a menstrual alternative to tampons and sanitary napkins. see example( s ),7448,unrelated,0.37473589,0.01961421425,0.1836114525,0.422038405
an american chiropractor is developing a labial glue as a menstrual alternative to tampons and sanitary napkins. see example( s ),7449,discuss,0.284674765,0.13381794609999995,0.44766625,0.13384107085000002
an american chiropractor is developing a labial glue as a menstrual alternative to tampons and sanitary napkins. see example( s ),7450,unrelated,0.16512386,0.042744139499999986,0.260755433,0.5313766
two intelligence agencies suspect that president donald trump's cell phone is the source of recently leaked information.,7451,unrelated,0.10492771782635002,0.01890034234035,0.005768942867349999,0.870403
two intelligence agencies suspect that president donald trump's cell phone is the source of recently leaked information.,7452,unrelated,0.16473449795,0.04635873251,0.03348272225,0.7554240299999999
target's stock crashed because of its transgender bathroom policy.,7453,unrelated,0.040285594999999993,0.0189972895,0.4580979917,0.48261919
target's stock crashed because of its transgender bathroom policy.,7454,unrelated,0.076105337,0.01456165565,0.01006806275,0.89926492
target's stock crashed because of its transgender bathroom policy.,7455,agree,0.5711285,0.0332585445,0.303652883,0.0919600735
target's stock crashed because of its transgender bathroom policy.,7456,unrelated,0.162939255,0.0138922685,0.023268910499999997,0.7998995500000001
target's stock crashed because of its transgender bathroom policy.,7457,agree,0.582859395,0.0664536825,0.24323686,0.10745006785600003
there is a demonstrable link between marijuana legalization and an increase in violent crime.,7458,agree,0.732053525,0.15374752399999994,0.103751,0.010447923095
there is a demonstrable link between marijuana legalization and an increase in violent crime.,7459,unrelated,0.128156829755,0.04179001695,0.0167270468,0.8133260999999999
there is a demonstrable link between marijuana legalization and an increase in violent crime.,7460,unrelated,0.36669480796234993,0.02108742549125,0.1096399314635,0.502577775
there is a demonstrable link between marijuana legalization and an increase in violent crime.,7461,agree,0.5142904100000001,0.086690827,0.354418615,0.044600161158
there is a demonstrable link between marijuana legalization and an increase in violent crime.,7462,unrelated,0.13434339732,0.02850668711,0.0302881102,0.80686182
there is a demonstrable link between marijuana legalization and an increase in violent crime.,7463,discuss,0.4566231215,0.00786184275,0.5273152099999999,0.008199850299999999
there is a demonstrable link between marijuana legalization and an increase in violent crime.,7464,agree,0.570244865,0.096400357,0.3247160900000001,0.008638671850000001
there is a demonstrable link between marijuana legalization and an increase in violent crime.,7465,discuss,0.46073535,0.01037377965,0.528534595,0.00035628961000000003
several brands of baby wipes available in the u.s. were recalled in 2017 because they pose a risk of serious infection. see example( s ),7466,unrelated,0.34612855174999996,0.063713150865,0.057873344000000014,0.5322849725000001
a photograph shows a red blood cell on the tip of a needle.,7467,discuss,0.19059257,0.0812914225,0.4432486135,0.2848674484295
a photograph shows a red blood cell on the tip of a needle.,7468,unrelated,0.0022647121290000002,0.0139675759,0.00260016751,0.9811675
"the united states holocaust memorial museum in washington, d.c. has a display listing off ""early warning signs"" of an encroaching fascist government.",7469,unrelated,0.10185265389,0.0721856054825,0.1551359814,0.67082575
"the united states holocaust memorial museum in washington, d.c. has a display listing off ""early warning signs"" of an encroaching fascist government.",7470,unrelated,0.07269686115,0.0055234855000000005,0.43717099950000005,0.48460864805
"the united states holocaust memorial museum in washington, d.c. has a display listing off ""early warning signs"" of an encroaching fascist government.",7471,unrelated,0.0389330213705,0.027000314405150005,0.052215899714999986,0.8818507250000001
"during pregnancy, if the mother suffers organ damage, the baby in the womb sends stem cells to repair the damaged organ. see example( s )",7472,agree,0.5593655499999999,0.0296317225,0.091971285,0.31903146050000003
"during pregnancy, if the mother suffers organ damage, the baby in the womb sends stem cells to repair the damaged organ. see example( s )",7473,agree,0.372302965,0.37111222325000004,0.232860275,0.02372453864
"during pregnancy, if the mother suffers organ damage, the baby in the womb sends stem cells to repair the damaged organ. see example( s )",7474,agree,0.49404328,0.026464124300000003,0.26745913,0.212033435
"during pregnancy, if the mother suffers organ damage, the baby in the womb sends stem cells to repair the damaged organ. see example( s )",7475,agree,0.452982793,0.39425262325000004,0.12975206,0.023012495414999997
"during pregnancy, if the mother suffers organ damage, the baby in the womb sends stem cells to repair the damaged organ. see example( s )",7476,agree,0.52963362,0.21567933399999997,0.13941448,0.11527261635
"during pregnancy, if the mother suffers organ damage, the baby in the womb sends stem cells to repair the damaged organ. see example( s )",7477,discuss,0.30001557,0.118664219,0.4964018100000001,0.08491843635
a 7-year-old girl was flown to china to receive breast implants for her birthday.,7478,unrelated,0.020140850241200003,0.10813455485855,0.008454380524,0.863270185
a 7-year-old girl was flown to china to receive breast implants for her birthday.,7479,agree,0.6737624849999999,0.14486884665,0.021361789000000003,0.16000690016
a 7-year-old girl was flown to china to receive breast implants for her birthday.,7480,agree,0.374060265,0.02472499935,0.24655406,0.35466070192699994
"democrats bernie sanders, keith ellison, debbie wasserman schultz, and nancy pelosi refused to stand and clap for navy seal widow carryn owens during a presidential speech.",7481,unrelated,0.46273760770000005,0.0219439046,0.038666706855,0.476651794421
"due to a shortage of men, iceland will pay $5,000 per month to immigrants who marry icelandic women.",7482,agree,0.8365290000000001,0.07949342065000001,0.032442412500000004,0.0515352006818
"due to a shortage of men, iceland will pay $5,000 per month to immigrants who marry icelandic women.",7483,agree,0.511907145,0.0462757605,0.38106338,0.06075372499
female praying mantises always eat the heads of their mates after copulating. see example( s ),7484,discuss,0.23060163,0.0715344738,0.4903079000000001,0.20755595750000005
female praying mantises always eat the heads of their mates after copulating. see example( s ),7485,unrelated,0.2044000844175,0.06062461892495,0.0300364083065,0.704938875
female praying mantises always eat the heads of their mates after copulating. see example( s ),7486,agree,0.69913834,0.0580197835,0.1597311325,0.08311074480000001
female praying mantises always eat the heads of their mates after copulating. see example( s ),7487,agree,0.76803052,0.079733443,0.08383937749999999,0.06839661615249999
vice president mike pence is creating a 'department of anti-witchcraft' to safeguard religious liberty.,7488,agree,0.510627425,0.18685197,0.189986255,0.11253440150499999
vice president mike pence is creating a 'department of anti-witchcraft' to safeguard religious liberty.,7489,unrelated,0.2883235058215,0.06871927387799999,0.025982205066999997,0.61697502
vice president mike pence is creating a 'department of anti-witchcraft' to safeguard religious liberty.,7490,agree,0.4660682705,0.022432292799999996,0.05572380230000001,0.4557756195
an image shows two disney animated characters sharing the studio's first same-sex kiss.,7491,agree,0.38775371,0.31946246315000004,0.2589973415,0.03378643315
an image shows two disney animated characters sharing the studio's first same-sex kiss.,7492,agree,0.392214575,0.18743767875,0.33173163,0.08861612249999999
an image shows two disney animated characters sharing the studio's first same-sex kiss.,7493,discuss,0.312400365,0.06858750424999999,0.42459334,0.19441882345
photographs show a truck that crashed through a highway barrier and skirted a culvert on the edge of a cliff. see example( s ),7494,agree,0.421959355,0.038525239,0.23773060850000002,0.301784735
barack and michelle obama have filed for divorce in illinois.,7495,unrelated,0.2893759094,0.038430123957000004,0.0244417485,0.647752195
media giant time warner declined to renew cnn's contract.,7496,unrelated,0.0859356474765,0.04292467918255,0.2876441145720001,0.5834955
"large corporations routinely take out ""dead peasant"" insurance policies on low-level employees to be paid out as executive bonuses. see example( s )",7497,discuss,0.17097353999999998,0.3585219995,0.4280297655,0.042474699715
"large corporations routinely take out ""dead peasant"" insurance policies on low-level employees to be paid out as executive bonuses. see example( s )",7498,disagree,0.446023669,0.452052155,0.07472120400000001,0.0272030224383
ruth bader ginsburg has resigned her u.s. supreme court seat and moved to new zealand.,7499,agree,0.445015845,0.048770533500000005,0.360425285,0.145788308235
ruth bader ginsburg has resigned her u.s. supreme court seat and moved to new zealand.,7500,agree,0.332903885,0.045025385,0.31647459,0.3055961465
president trump’s grandfather friedrich unsuccessfully petitioned the government of bavaria (now southeast germany) not to deport him and his family.,7501,agree,0.78137023,0.101113025,0.0604130915,0.057103658499999994
